tier,division,summonerName
BRONZE,I,OoBYBzZPnpdTzbqgGrV6bgDcFlvYwW-TvTYgNtud-MPA5VFTgAsf570RpW_F-XzpqzgfjshtjV6jzg
BRONZE,I,UWL51xebGYuoin-hZ2YcMpqJ3jtBCMv6O-dA2eGNgOxUOU7Wa_ltW_TZmK4swTCYjH_2FipNzR8QTA
BRONZE,I,1y0C_gjzWd4-k7hKzOKMck3QMmy_jY5og1LcG7fq5ZzDQrsvSXqG-7PyIC6bHeK6VbQCRE5wezpDwQ
BRONZE,I,6nkJE6xLckM-6BFl7uo3ds3Id6v9b21CBrAYj4myCVaagCHt8DfFHxgJmfg2zDL31Nuwc29HfM9BcQ
BRONZE,I,w3hgwzD1Cp6wBcFi1iwAGR4B-2jfGNwgiATqB-MPyasI69VZtH1JOqlWM2w_FXZUQfFt_4ixwX6uiQ
BRONZE,I,TmWy7Pc8t8DY3bEK6omtoaxTPsVKTlA73ADs-zLzQuwlYffBYVvZUIsgETXgavVTS42nRrHaKvmGJg
BRONZE,I,EqrNGkfE6Oa_RODfL5xuXIgeXfWH1mtXQLUnIeP5yz-lzxOO3wrdJhW25D9gV8khr7MgGuB4yxlUmQ
BRONZE,I,bqg259T7-qiKVbcnrnmcjQOsvHcGB4b7bVa_Q82viBnsspNHv94u_tMJ7GSNCFEyWKxoW_NxvwXo4g
BRONZE,I,Wo3U7jmutxJZQjdTRT8juSKNwx76A-wbFb9p7pFvQcOg-A1dQHIOzbxlhJfs1hXnJU0sq93O-E57zg
BRONZE,I,Sh-E9lA7ClVqAf9QRA8qv5CL3DD63J-4QZ54MoW6-2UnVfafMJLX0X5pVK6Dnu7upXIsWZI7mR5izQ
BRONZE,I,2YhDMJwr84pTIgMSvEr4HpyK8ZBTSzCBYc03HrWu0bOwej7XzwxWjlN_OvHG3Hh6_Hub-cia9oZbWg
BRONZE,I,9Q4ShlU1vLHNWUolwh2KCYcqv40xOMRX6FUoDSl_YN9tIjUf9UyIRWs6wqum9dZcTqlAJ-PyLnGBzQ
BRONZE,I,qKEFt2d9NuhvXv7hA0-IE_p9nORkRFhQ433H7WOv75UVK_PfcxcW02PD1QPHxMVMyRg_56s5yOnq-w
BRONZE,I,0gSbJZhJQ1OI6d9E2dyau9O_lKuEAZRpIegm7tHXMJXIzOJuU6hK1rE3xFXKg0521ExIgdxCUXWUpg
BRONZE,I,V5B58oepzCeF4IzyBqALqbwcDElEinkTKKGJ4jcyYFihGFyfT-vDhRTS_OjIve3j68G_H4AIA4h3oQ
BRONZE,I,Zd7oFTSIWxub3lLrBnzE3e6jK29lNT_G_1b2PElZkcgeubjQIYFN_F5WP-04vfBFUoVt91q-K-YwKw
BRONZE,I,KNwKlHGXO7wowEivCQYw1NjTUdGTmOYJYvGrfKJmI4ErNC-89c3e-xbQ-Kejd40I7hiA4qWbeilgXg
BRONZE,I,D2cqYRJ5oizJp-D4luElrQ-y5joQL7msvFsBD2VcyhXcs5YtMhkxLVZat_w_RNz2jO-S6gR-JNDA9A
