tier,division,summonerName
GOLD,IV,korkiamaikki
GOLD,IV,MeteFr3sh03
GOLD,IV,RHÄEGAL
GOLD,IV,ITeAio
GOLD,IV,Luuuz1
GOLD,IV,ƒelix
GOLD,IV,Maranta
GOLD,IV,Xenon902
GOLD,IV,Ganjalord
GOLD,IV,RiriThePanda
GOLD,IV,leonundkevin22
GOLD,IV,Bjurky
GOLD,IV,XXXTEΝTACION
GOLD,IV,THEARBUs
GOLD,IV,Aimew Kun
GOLD,IV,seretto02
GOLD,IV,WonderSenpaii
GOLD,IV,Sorieteton
GOLD,IV,Mekitaatje
GOLD,IV,Ð ï g ï
GOLD,IV,Brabinks
GOLD,IV,TafoGG
GOLD,IV,Elias6970
GOLD,IV,scrambled deer
GOLD,IV,Floe de Luna
GOLD,IV,Modis
GOLD,IV,Löndetta
GOLD,IV,estereo2
GOLD,IV,M4ST3RG4R3N
GOLD,IV,MingK12
GOLD,IV,GiveMeMyStack
GOLD,IV,Digga567
GOLD,IV,julianco
GOLD,IV,MobafireLord
GOLD,IV,Z00OM
GOLD,IV,OlympianKiller
GOLD,IV,Skold Bidjar Din
GOLD,IV,CreativeStranger
GOLD,IV,KC BIG PUMBA
GOLD,IV,PizzaMullet
GOLD,IV,pokeruto
GOLD,IV,ThreePunchMan
